milliseconds, ECG, ECG HR, PPG, PPG HR, SpO2, PI
1523629859887,983040,86,-56,-1,-1,0
1523629859887,983040,86,-56,-1,-1,0
1523629859887,983040,86,-56,-1,-1,0
1523629859887,917504,86,-56,-1,-1,0
1523629859887,196608,86,-56,-1,-1,0
1523629859927,-1900544,85,-56,-1,-1,0
1523629859927,-5308416,85,-56,-1,-1,0
1523629859927,-6553600,85,-56,-1,-1,0
1523629859927,-3342336,85,-56,-1,-1,0
1523629859927,917504,85,-56,-1,-1,0
1523629859967,2686976,85,-56,-1,-1,0
1523629859967,2424832,85,-56,-1,-1,0
1523629859967,1835008,85,-56,-1,-1,0
1523629859967,1245184,85,-56,-1,-1,0
1523629859967,851968,85,-56,-1,-1,0
1523629860007,720896,85,-56,-1,-1,0
1523629860007,655360,85,-56,-1,-1,0
1523629860007,589824,85,-56,-1,-1,0
1523629860007,524288,85,-56,-1,-1,0
1523629860007,393216,85,-56,-1,-1,0
1523629860047,327680,85,-56,-1,-1,0
1523629860047,196608,85,-56,-1,-1,0
1523629860047,65536,85,-56,-1,-1,0
1523629860047,0,85,-56,-1,-1,0
1523629860047,-131072,85,-56,-1,-1,0
1523629860087,-393216,85,-56,-1,-1,0
1523629860087,-655360,85,-56,-1,-1,0
1523629860087,-983040,85,-56,-1,-1,0
1523629860087,-1376256,85,-56,-1,-1,0
1523629860087,-1769472,85,-56,-1,-1,0
1523629860127,-2097152,85,-56,-1,-1,0
1523629860127,-2424832,85,-56,-1,-1,0
1523629860127,-2621440,85,-56,-1,-1,0
1523629860127,-2686976,85,-56,-1,-1,0
1523629860127,-2686976,85,-56,-1,-1,0
1523629860167,-2490368,85,-56,-1,-1,0
1523629860167,-2097152,85,-56,-1,-1,0
1523629860167,-1572864,85,-56,-1,-1,0
1523629860167,-983040,85,-56,-1,-1,0
1523629860167,-524288,85,-56,-1,-1,0
1523629860207,-131072,85,-56,-1,-1,0
1523629860207,131072,85,-56,-1,-1,0
1523629860207,327680,85,-56,-1,-1,0
1523629860207,393216,85,-56,-1,-1,0
1523629860207,393216,85,-56,-1,-1,0
1523629860247,524288,85,-56,-1,-1,0
1523629860247,589824,85,-56,-1,-1,0
1523629860247,589824,85,-56,-1,-1,0
1523629860247,655360,85,-56,-1,-1,0
1523629860247,720896,85,-56,-1,-1,0
1523629860287,655360,85,-56,-1,-1,0
1523629860287,589824,85,-56,-1,-1,0
1523629860287,589824,85,-56,-1,-1,0
1523629860287,655360,85,-56,-1,-1,0
1523629860287,720896,85,-56,-1,-1,0
1523629860327,786432,85,-56,-1,-1,0
1523629860327,786432,85,-56,-1,-1,0
1523629860327,720896,85,-56,-1,-1,0
1523629860327,524288,85,-56,-1,-1,0
1523629860327,393216,85,-56,-1,-1,0
1523629860367,458752,85,-56,-1,-1,0
1523629860367,458752,85,-56,-1,-1,0
1523629860367,393216,85,-56,-1,-1,0
1523629860367,458752,85,-56,-1,-1,0
1523629860367,458752,85,-56,-1,-1,0
1523629860408,458752,85,-56,-1,-1,0
1523629860408,458752,85,-56,-1,-1,0
1523629860408,458752,85,-56,-1,-1,0
1523629860408,458752,85,-56,-1,-1,0
1523629860408,524288,85,-56,-1,-1,0
1523629860447,524288,85,-56,-1,-1,0
1523629860447,589824,85,-56,-1,-1,0
1523629860447,655360,85,-56,-1,-1,0
1523629860447,655360,85,-56,-1,-1,0
1523629860447,393216,85,-56,-1,-1,0
1523629860487,196608,85,-56,-1,-1,0
1523629860487,131072,85,-56,-1,-1,0
1523629860487,131072,85,-56,-1,-1,0
1523629860487,262144,85,-56,-1,-1,0
1523629860487,393216,85,-56,-1,-1,0
1523629860527,458752,85,-56,-1,-1,0
1523629860527,589824,85,-56,-1,-1,0
1523629860527,655360,85,-56,-1,-1,0
1523629860527,655360,85,-56,-1,-1,0
1523629860527,655360,85,-56,-1,-1,0
1523629860567,720896,85,-56,-1,-1,0
1523629860567,720896,85,-56,-1,-1,0
1523629860567,655360,85,-56,-1,-1,0
1523629860567,655360,85,-56,-1,-1,0
1523629860567,655360,85,-56,-1,-1,0
1523629860607,655360,85,-56,-1,-1,0
1523629860607,262144,85,-56,-1,-1,0
1523629860607,-1179648,85,-56,-1,-1,0
1523629860607,-4063232,85,-56,-1,-1,0
1523629860607,-6225920,85,-56,-1,-1,0
1523629860647,-4521984,85,-56,-1,-1,0
1523629860647,-262144,85,-56,-1,-1,0
1523629860647,2293760,85,-56,-1,-1,0
1523629860647,2293760,85,-56,-1,-1,0
1523629860647,1638400,85,-56,-1,-1,0
1523629860687,1048576,85,-56,-1,-1,0
1523629860687,589824,85,-56,-1,-1,0
1523629860687,393216,85,-56,-1,-1,0
1523629860687,262144,85,-56,-1,-1,0
1523629860687,262144,85,-56,-1,-1,0
1523629860727,327680,85,-56,-1,-1,0
1523629860727,196608,85,-56,-1,-1,0
1523629860727,0,85,-56,-1,-1,0
1523629860727,-65536,85,-56,-1,-1,0
1523629860727,-262144,85,-56,-1,-1,0
1523629860767,-458752,85,-56,-1,-1,0
1523629860767,-655360,85,-56,-1,-1,0
1523629860767,-720896,85,-56,-1,-1,0
1523629860767,-917504,85,-56,-1,-1,0
1523629860767,-1179648,85,-56,-1,-1,0
1523629860807,-1507328,85,-56,-1,-1,0
1523629860807,-1769472,85,-56,-1,-1,0
1523629860807,-2162688,85,-56,-1,-1,0
1523629860807,-2555904,85,-56,-1,-1,0
1523629860807,-2818048,85,-56,-1,-1,0
1523629860847,-2883584,85,-56,-1,-1,0
1523629860847,-2883584,85,-56,-1,-1,0
1523629860847,-2818048,85,-56,-1,-1,0
1523629860847,-2359296,85,-56,-1,-1,0
1523629860847,-1703936,85,-56,-1,-1,0
1523629860887,-1179648,85,-56,-1,-1,0
1523629860887,-786432,85,-56,-1,-1,0
1523629860887,-327680,85,-56,-1,-1,0
1523629860887,0,85,-56,-1,-1,0
1523629860887,262144,85,-56,-1,-1,0
1523629860927,327680,85,-56,-1,-1,0
1523629860927,131072,85,-56,-1,-1,0
1523629860927,0,85,-56,-1,-1,0
1523629860927,131072,85,-56,-1,-1,0
1523629860927,393216,85,-56,-1,-1,0
1523629860967,393216,85,-56,-1,-1,0
1523629860967,393216,85,-56,-1,-1,0
1523629860967,720896,85,-56,-1,-1,0
1523629860967,917504,85,-56,-1,-1,0
1523629860967,655360,85,-56,-1,-1,0
1523629861007,589824,85,-56,-1,-1,0
1523629861007,655360,85,-56,-1,-1,0
1523629861007,786432,85,-56,-1,-1,0
1523629861007,720896,85,-56,-1,-1,0
1523629861007,458752,85,-56,-1,-1,0
1523629861048,262144,85,-56,-1,-1,0
1523629861048,196608,85,-56,-1,-1,0
1523629861048,327680,85,-56,-1,-1,0
1523629861048,589824,85,-56,-1,-1,0
1523629861048,589824,85,-56,-1,-1,0
1523629861087,458752,85,-56,-1,-1,0
1523629861087,458752,85,-56,-1,-1,0
1523629861087,458752,85,-56,-1,-1,0
1523629861087,327680,85,-56,-1,-1,0
1523629861087,196608,85,-56,-1,-1,0
1523629861129,524288,85,-56,-1,-1,0
1523629861129,589824,85,-56,-1,-1,0
1523629861129,458752,85,-56,-1,-1,0
1523629861129,524288,85,-56,-1,-1,0
1523629861129,786432,85,-56,-1,-1,0
1523629861167,786432,85,-56,-1,-1,0
1523629861167,589824,85,-56,-1,-1,0
1523629861167,458752,85,-56,-1,-1,0
1523629861167,393216,85,-56,-1,-1,0
1523629861167,327680,85,-56,-1,-1,0
1523629861207,327680,85,-56,-1,-1,0
1523629861207,524288,85,-56,-1,-1,0
1523629861207,655360,85,-56,-1,-1,0
1523629861207,655360,85,-56,-1,-1,0
1523629861207,655360,85,-56,-1,-1,0
1523629861247,655360,85,-56,-1,-1,0
1523629861247,524288,85,-56,-1,-1,0
1523629861247,589824,85,-56,-1,-1,0
1523629861247,720896,85,-56,-1,-1,0
1523629861247,720896,85,-56,-1,-1,0
1523629861287,720896,85,-56,-1,-1,0
1523629861287,720896,85,-56,-1,-1,0
1523629861287,524288,85,-56,-1,-1,0
1523629861287,720896,85,-56,-1,-1,0
1523629861287,917504,85,-56,-1,-1,0
1523629861327,-458752,85,-56,-1,-1,0
1523629861327,-3801088,85,-56,-1,-1,0
1523629861327,-6225920,85,-56,-1,-1,0
1523629861327,-4390912,85,-56,-1,-1,0
1523629861327,-196608,85,-56,-1,-1,0
1523629861367,2424832,85,-56,-1,-1,0
1523629861367,2621440,85,-56,-1,-1,0
1523629861367,2031616,85,-56,-1,-1,0
1523629861367,1376256,85,-56,-1,-1,0
1523629861367,851968,85,-56,-1,-1,0
1523629861407,655360,85,-56,-1,-1,0
1523629861407,589824,85,-56,-1,-1,0
1523629861407,589824,85,-56,-1,-1,0
1523629861407,524288,85,-56,-1,-1,0
1523629861407,393216,85,-56,-1,-1,0
1523629861447,0,85,-56,-1,-1,0
1523629861447,-65536,85,-56,-1,-1,0
1523629861447,0,85,-56,-1,-1,0
1523629861447,0,85,-56,-1,-1,0
1523629861447,-196608,85,-56,-1,-1,0
1523629861489,-393216,85,-56,-1,-1,0
1523629861489,-458752,85,-56,-1,-1,0
1523629861489,-720896,85,-56,-1,-1,0
1523629861489,-1114112,85,-56,-1,-1,0
1523629861489,-1703936,85,-56,-1,-1,0
1523629861527,-2228224,85,-56,-1,-1,0
1523629861527,-2621440,85,-56,-1,-1,0
1523629861527,-2686976,85,-56,-1,-1,0
1523629861527,-2686976,85,-56,-1,-1,0
1523629861527,-2621440,85,-56,-1,-1,0
1523629861567,-2555904,85,-56,-1,-1,0
1523629861567,-2228224,85,-56,-1,-1,0
1523629861567,-1703936,85,-56,-1,-1,0
1523629861567,-1048576,85,-56,-1,-1,0
1523629861567,-655360,85,-56,-1,-1,0
1523629861607,-458752,85,-56,-1,-1,0
1523629861607,0,85,-56,-1,-1,0
1523629861607,458752,85,-56,-1,-1,0
1523629861607,786432,85,-56,-1,-1,0
1523629861607,720896,85,-56,-1,-1,0
1523629861647,589824,85,-56,-1,-1,0
1523629861647,524288,85,-56,-1,-1,0
1523629861647,524288,85,-56,-1,-1,0
1523629861647,655360,85,-56,-1,-1,0
1523629861647,655360,85,-56,-1,-1,0
1523629861688,655360,85,-56,-1,-1,0
1523629861688,786432,85,-56,-1,-1,0
1523629861688,917504,85,-56,-1,-1,0
1523629861688,983040,85,-56,-1,-1,0
1523629861688,1048576,85,-56,-1,-1,0
1523629861727,983040,85,-56,-1,-1,0
1523629861727,851968,85,-56,-1,-1,0
1523629861727,720896,85,-56,-1,-1,0
1523629861727,786432,85,-56,-1,-1,0
1523629861727,917504,85,-56,-1,-1,0
1523629861767,851968,85,-56,-1,-1,0
1523629861767,720896,85,-56,-1,-1,0
1523629861767,655360,85,-56,-1,-1,0
1523629861767,720896,85,-56,-1,-1,0
1523629861767,786432,85,-56,-1,-1,0
1523629861807,720896,85,-56,-1,-1,0
1523629861807,589824,85,-56,-1,-1,0
1523629861807,393216,85,-56,-1,-1,0
1523629861807,655360,85,-56,-1,-1,0
1523629861807,1048576,85,-56,-1,-1,0
1523629861847,983040,85,-56,-1,-1,0
1523629861847,786432,85,-56,-1,-1,0
1523629861847,786432,85,-56,-1,-1,0
1523629861847,786432,85,-56,-1,-1,0
1523629861847,393216,85,-56,-1,-1,0
1523629861887,327680,85,-56,-1,-1,0
1523629861887,589824,85,-56,-1,-1,0
1523629861887,851968,85,-56,-1,-1,0
1523629861887,917504,85,-56,-1,-1,0
1523629861887,851968,85,-56,-1,-1,0
1523629861927,786432,85,-56,-1,-1,0
1523629861927,786432,85,-56,-1,-1,0
1523629861927,655360,85,-56,-1,-1,0
1523629861927,524288,85,-56,-1,-1,0
1523629861927,589824,85,-56,-1,-1,0
1523629861967,720896,85,-56,-1,-1,0
1523629861967,917504,85,-56,-1,-1,0
1523629861967,917504,85,-56,-1,-1,0
1523629861967,786432,85,-56,-1,-1,0
1523629861967,262144,85,-56,-1,-1,0
1523629862007,-1441792,85,-56,-1,-1,0
1523629862007,-4653056,85,-56,-1,-1,0
1523629862007,-6684672,85,-56,-1,-1,0
1523629862007,-4390912,85,-56,-1,-1,0
1523629862007,0,85,-56,-1,-1,0
1523629862047,2162688,85,-56,-1,-1,0
1523629862047,2228224,85,-56,-1,-1,0
1523629862047,1638400,85,-56,-1,-1,0
1523629862047,917504,85,-56,-1,-1,0
1523629862047,393216,85,-56,-1,-1,0
1523629862087,131072,85,-56,-1,-1,0
1523629862087,0,85,-56,-1,-1,0
1523629862087,0,85,-56,-1,-1,0
1523629862087,0,85,-56,-1,-1,0
1523629862087,0,85,-56,-1,-1,0
1523629862127,-262144,85,-56,-1,-1,0
1523629862127,-524288,85,-56,-1,-1,0
1523629862127,-589824,85,-56,-1,-1,0
1523629862127,-655360,85,-56,-1,-1,0
1523629862127,-917504,85,-56,-1,-1,0
1523629862167,-1245184,85,-56,-1,-1,0
1523629862167,-1507328,85,-56,-1,-1,0
1523629862167,-1769472,85,-56,-1,-1,0
1523629862167,-2031616,85,-56,-1,-1,0
1523629862167,-2359296,85,-56,-1,-1,0
1523629862207,-2818048,85,-56,-1,-1,0
1523629862207,-3080192,85,-56,-1,-1,0
1523629862207,-3145728,85,-56,-1,-1,0
1523629862207,-3080192,85,-56,-1,-1,0
1523629862207,-3145728,85,-56,-1,-1,0
1523629862247,-3145728,85,-56,-1,-1,0
1523629862247,-2883584,85,-56,-1,-1,0
1523629862247,-2293760,85,-56,-1,-1,0
1523629862247,-1703936,85,-56,-1,-1,0
1523629862247,-1245184,85,-56,-1,-1,0
1523629862287,-720896,85,-56,-1,-1,0
1523629862287,-262144,85,-56,-1,-1,0
1523629862287,-65536,85,-56,-1,-1,0
1523629862287,-65536,85,-56,-1,-1,0
1523629862287,-65536,85,-56,-1,-1,0
1523629862328,0,85,-56,-1,-1,0
1523629862328,0,85,-56,-1,-1,0
1523629862328,65536,85,-56,-1,-1,0
1523629862328,65536,85,-56,-1,-1,0
1523629862328,131072,85,-56,-1,-1,0
1523629862367,262144,85,-56,-1,-1,0
1523629862367,458752,85,-56,-1,-1,0
1523629862367,262144,85,-56,-1,-1,0
1523629862367,0,85,-56,-1,-1,0
1523629862367,-65536,85,-56,-1,-1,0
1523629862407,0,85,-56,-1,-1,0
1523629862407,0,85,-56,-1,-1,0
1523629862407,-65536,85,-56,-1,-1,0
1523629862407,0,85,-56,-1,-1,0
1523629862407,-65536,85,-56,-1,-1,0
1523629862447,0,85,-56,-1,-1,0
1523629862447,65536,85,-56,-1,-1,0
1523629862447,196608,85,-56,-1,-1,0
1523629862447,0,85,-56,-1,-1,0
1523629862447,-196608,85,-56,-1,-1,0
1523629862487,-262144,85,-56,-1,-1,0
1523629862487,-131072,85,-56,-1,-1,0
1523629862487,0,85,-56,-1,-1,0
1523629862487,0,85,-56,-1,-1,0
1523629862487,0,85,-56,-1,-1,0
1523629862527,0,85,-56,-1,-1,0
1523629862527,0,85,-56,-1,-1,0
1523629862527,0,85,-56,-1,-1,0
1523629862527,0,85,-56,-1,-1,0
1523629862527,-65536,85,-56,-1,-1,0
1523629862567,-262144,85,-56,-1,-1,0
1523629862567,-196608,85,-56,-1,-1,0
1523629862567,0,85,-56,-1,-1,0
1523629862567,65536,85,-56,-1,-1,0
1523629862567,131072,85,-56,-1,-1,0
1523629862607,393216,85,-56,-1,-1,0
1523629862607,458752,85,-56,-1,-1,0
1523629862607,327680,85,-56,-1,-1,0
1523629862607,262144,85,-56,-1,-1,0
1523629862607,262144,85,-56,-1,-1,0
1523629862647,0,85,-56,-1,-1,0
1523629862647,65536,85,-56,-1,-1,0
1523629862647,589824,85,-56,-1,-1,0
1523629862647,1048576,85,-56,-1,-1,0
1523629862647,917504,85,-56,-1,-1,0
1523629862688,458752,85,-56,-1,-1,0
1523629862688,-851968,85,-56,-1,-1,0
1523629862688,-3801088,85,-56,-1,-1,0
1523629862688,-6291456,85,-56,-1,-1,0
1523629862688,-4849664,85,-56,-1,-1,0
1523629862727,-720896,85,-56,-1,-1,0
1523629862727,1966080,85,-56,-1,-1,0
1523629862727,2293760,85,-56,-1,-1,0
1523629862727,1900544,85,-56,-1,-1,0
1523629862727,1376256,85,-56,-1,-1,0
1523629862767,917504,85,-56,-1,-1,0
1523629862767,917504,85,-56,-1,-1,0
1523629862767,1114112,85,-56,-1,-1,0
1523629862767,1179648,85,-56,-1,-1,0
1523629862767,1114112,85,-56,-1,-1,0
1523629862807,1114112,85,-56,-1,-1,0
1523629862807,1179648,85,-56,-1,-1,0
1523629862807,983040,85,-56,-1,-1,0
1523629862807,720896,85,-56,-1,-1,0
1523629862807,589824,85,-56,-1,-1,0
1523629862847,524288,85,-56,-1,-1,0
1523629862847,393216,85,-56,-1,-1,0
1523629862847,196608,85,-56,-1,-1,0
1523629862847,0,85,-56,-1,-1,0
1523629862847,-196608,85,-56,-1,-1,0
1523629862887,-458752,85,-56,-1,-1,0
1523629862887,-786432,85,-56,-1,-1,0
1523629862887,-1114112,85,-56,-1,-1,0
1523629862887,-1310720,85,-56,-1,-1,0
1523629862887,-1441792,85,-56,-1,-1,0
1523629862927,-1572864,85,-56,-1,-1,0
1523629862927,-1441792,85,-56,-1,-1,0
1523629862927,-1114112,85,-56,-1,-1,0
1523629862927,-655360,85,-56,-1,-1,0
1523629862927,-131072,85,-56,-1,-1,0
1523629862968,131072,85,-56,-1,-1,0
1523629862968,393216,85,-56,-1,-1,0
1523629862968,655360,85,-56,-1,-1,0
1523629862968,851968,85,-56,-1,-1,0
1523629862968,983040,85,-56,-1,-1,0
1523629863007,1114112,85,-56,-1,-1,0
1523629863007,1245184,85,-56,-1,-1,0
1523629863007,1310720,85,-56,-1,-1,0
1523629863007,1310720,85,-56,-1,-1,0
1523629863007,1310720,85,-56,-1,-1,0
1523629863047,1376256,85,-56,-1,-1,0
1523629863047,1376256,85,-56,-1,-1,0
1523629863047,1310720,85,-56,-1,-1,0
1523629863047,1245184,85,-56,-1,-1,0
1523629863047,1114112,85,-56,-1,-1,0
1523629863087,1048576,85,-56,-1,-1,0
1523629863087,1179648,85,-56,-1,-1,0
1523629863087,1114112,85,-56,-1,-1,0
1523629863087,1048576,85,-56,-1,-1,0
1523629863087,1114112,85,-56,-1,-1,0
1523629863127,1179648,85,-56,-1,-1,0
1523629863127,1179648,85,-56,-1,-1,0
1523629863127,1114112,85,-56,-1,-1,0
1523629863127,983040,85,-56,-1,-1,0
1523629863127,983040,85,-56,-1,-1,0
1523629863167,917504,85,-56,-1,-1,0
1523629863167,851968,85,-56,-1,-1,0
1523629863167,720896,85,-56,-1,-1,0
1523629863167,720896,85,-56,-1,-1,0
1523629863167,720896,85,-56,-1,-1,0
1523629863207,851968,85,-56,-1,-1,0
1523629863207,983040,85,-56,-1,-1,0
1523629863207,1048576,85,-56,-1,-1,0
1523629863207,983040,85,-56,-1,-1,0
1523629863207,851968,85,-56,-1,-1,0
1523629863247,786432,85,-56,-1,-1,0
1523629863247,655360,85,-56,-1,-1,0
1523629863247,589824,85,-56,-1,-1,0
1523629863247,524288,85,-56,-1,-1,0
1523629863247,524288,85,-56,-1,-1,0
1523629863287,720896,85,-56,-1,-1,0
1523629863287,786432,85,-56,-1,-1,0
1523629863287,786432,85,-56,-1,-1,0
1523629863287,655360,85,-56,-1,-1,0
1523629863287,655360,85,-56,-1,-1,0
1523629863327,720896,85,-56,-1,-1,0
1523629863327,720896,85,-56,-1,-1,0
1523629863327,720896,85,-56,-1,-1,0
1523629863327,720896,85,-56,-1,-1,0
1523629863327,655360,85,-56,-1,-1,0
1523629863367,655360,85,-56,-1,-1,0
1523629863367,720896,85,-56,-1,-1,0
1523629863367,720896,85,-56,-1,-1,0
1523629863367,262144,85,-56,-1,-1,0
1523629863367,-1507328,85,-56,-1,-1,0
1523629863407,-4849664,85,-56,-1,-1,0
1523629863407,-6946816,85,-56,-1,-1,0
1523629863407,-4915200,85,-56,-1,-1,0
1523629863407,-720896,85,-56,-1,-1,0
1523629863407,1638400,85,-56,-1,-1,0
1523629863447,1966080,85,-56,-1,-1,0
1523629863447,1507328,85,-56,-1,-1,0
1523629863447,1114112,85,-56,-1,-1,0
1523629863447,786432,85,-56,-1,-1,0
1523629863447,655360,85,-56,-1,-1,0
1523629863487,458752,85,-56,-1,-1,0
1523629863487,458752,85,-56,-1,-1,0
1523629863487,393216,85,-56,-1,-1,0
1523629863487,393216,85,-56,-1,-1,0
1523629863487,393216,85,-56,-1,-1,0
1523629863527,393216,85,-56,-1,-1,0
1523629863527,327680,85,-56,-1,-1,0
1523629863527,65536,85,-56,-1,-1,0
1523629863527,-65536,85,-56,-1,-1,0
1523629863527,-262144,85,-56,-1,-1,0
1523629863567,-458752,85,-56,-1,-1,0
1523629863567,-786432,85,-56,-1,-1,0
1523629863567,-983040,85,-56,-1,-1,0
1523629863567,-1245184,85,-56,-1,-1,0
1523629863567,-1638400,85,-56,-1,-1,0
1523629863608,-1835008,85,-56,-1,-1,0
1523629863608,-1900544,85,-56,-1,-1,0
1523629863608,-1900544,85,-56,-1,-1,0
1523629863608,-1966080,85,-56,-1,-1,0
1523629863608,-1835008,85,-56,-1,-1,0
1523629863647,-1507328,85,-56,-1,-1,0
1523629863647,-1114112,85,-56,-1,-1,0
1523629863647,-655360,85,-56,-1,-1,0
1523629863647,-131072,85,-56,-1,-1,0
1523629863647,196608,85,-56,-1,-1,0
1523629863687,393216,85,-56,-1,-1,0
1523629863687,524288,85,-56,-1,-1,0
1523629863687,524288,85,-56,-1,-1,0
1523629863687,589824,85,-56,-1,-1,0
1523629863687,720896,85,-56,-1,-1,0
1523629863728,851968,85,-56,-1,-1,0
1523629863728,983040,85,-56,-1,-1,0
1523629863728,1114112,85,-56,-1,-1,0
1523629863728,1048576,85,-56,-1,-1,0
1523629863728,917504,85,-56,-1,-1,0
1523629863767,917504,85,-56,-1,-1,0
1523629863767,917504,85,-56,-1,-1,0
1523629863767,851968,85,-56,-1,-1,0
1523629863767,851968,85,-56,-1,-1,0
1523629863767,786432,85,-56,-1,-1,0
1523629863807,851968,85,-56,-1,-1,0
1523629863807,1048576,85,-56,-1,-1,0
1523629863807,1048576,85,-56,-1,-1,0
1523629863807,983040,85,-56,-1,-1,0
1523629863807,983040,85,-56,-1,-1,0
1523629863847,983040,85,-56,-1,-1,0
1523629863847,983040,85,-56,-1,-1,0
1523629863847,851968,85,-56,-1,-1,0
1523629863847,917504,85,-56,-1,-1,0
1523629863847,917504,85,-56,-1,-1,0
1523629863887,851968,85,-56,-1,-1,0
1523629863887,655360,85,-56,-1,-1,0
1523629863887,589824,85,-56,-1,-1,0
1523629863887,655360,85,-56,-1,-1,0
1523629863887,786432,85,-56,-1,-1,0
1523629863927,786432,85,-56,-1,-1,0
1523629863927,786432,85,-56,-1,-1,0
1523629863927,786432,85,-56,-1,-1,0
1523629863927,786432,85,-56,-1,-1,0
1523629863927,851968,85,-56,-1,-1,0
1523629863967,851968,85,-56,-1,-1,0
1523629863967,851968,85,-56,-1,-1,0
1523629863967,917504,85,-56,-1,-1,0
1523629863967,851968,85,-56,-1,-1,0
1523629863967,655360,85,-56,-1,-1,0
1523629864007,524288,85,-56,-1,-1,0
1523629864007,458752,85,-56,-1,-1,0
1523629864007,524288,85,-56,-1,-1,0
1523629864007,524288,85,-56,-1,-1,0
1523629864007,655360,85,-56,-1,-1,0
1523629864047,655360,85,-56,-1,-1,0
1523629864047,655360,85,-56,-1,-1,0
1523629864047,786432,85,-56,-1,-1,0
1523629864047,851968,85,-56,-1,-1,0
1523629864047,851968,85,-56,-1,-1,0
1523629864087,786432,85,-56,-1,-1,0
1523629864087,851968,85,-56,-1,-1,0
1523629864087,786432,85,-56,-1,-1,0
1523629864087,655360,85,-56,-1,-1,0
1523629864087,655360,85,-56,-1,-1,0
1523629864127,458752,85,-56,-1,-1,0
1523629864127,-589824,85,-56,-1,-1,0
1523629864127,-3604480,85,-56,-1,-1,0
1523629864127,-7012352,85,-56,-1,-1,0
1523629864127,-6684672,85,-56,-1,-1,0
1523629864168,-2490368,84,-56,-1,-1,0
1523629864168,1114112,84,-56,-1,-1,0
1523629864168,2031616,84,-56,-1,-1,0
1523629864168,1572864,84,-56,-1,-1,0
1523629864168,1114112,84,-56,-1,-1,0
1523629864207,720896,84,-56,-1,-1,0
1523629864207,589824,84,-56,-1,-1,0
1523629864207,393216,84,-56,-1,-1,0
1523629864207,196608,84,-56,-1,-1,0
1523629864207,196608,84,-56,-1,-1,0
1523629864248,131072,84,-56,-1,-1,0
1523629864248,131072,84,-56,-1,-1,0
1523629864248,0,84,-56,-1,-1,0
1523629864248,-65536,84,-56,-1,-1,0
1523629864248,-196608,84,-56,-1,-1,0
1523629864287,-262144,84,-56,-1,-1,0
1523629864287,-393216,84,-56,-1,-1,0
1523629864287,-524288,84,-56,-1,-1,0
1523629864287,-917504,84,-56,-1,-1,0
1523629864287,-1310720,84,-56,-1,-1,0
1523629864327,-1572864,84,-56,-1,-1,0
1523629864327,-1835008,84,-56,-1,-1,0
1523629864327,-2097152,84,-56,-1,-1,0
1523629864327,-2424832,84,-56,-1,-1,0
1523629864327,-2752512,84,-56,-1,-1,0
1523629864367,-2752512,84,-56,-1,-1,0
1523629864367,-2555904,84,-56,-1,-1,0
1523629864367,-2293760,84,-56,-1,-1,0
1523629864367,-1966080,84,-56,-1,-1,0
1523629864367,-1572864,84,-56,-1,-1,0
1523629864407,-1179648,84,-56,-1,-1,0
1523629864407,-786432,84,-56,-1,-1,0
1523629864407,-393216,84,-56,-1,-1,0
1523629864407,0,84,-56,-1,-1,0
1523629864407,196608,84,-56,-1,-1,0
1523629864447,196608,84,-56,-1,-1,0
1523629864447,131072,84,-56,-1,-1,0
1523629864447,65536,84,-56,-1,-1,0
1523629864447,65536,84,-56,-1,-1,0
1523629864447,65536,84,-56,-1,-1,0
1523629864487,131072,84,-56,-1,-1,0
1523629864487,196608,84,-56,-1,-1,0
1523629864487,196608,84,-56,-1,-1,0
1523629864487,65536,84,-56,-1,-1,0
1523629864487,131072,84,-56,-1,-1,0
1523629864527,262144,84,-56,-1,-1,0
1523629864527,262144,84,-56,-1,-1,0
1523629864527,327680,84,-56,-1,-1,0
1523629864527,393216,84,-56,-1,-1,0
1523629864527,458752,84,-56,-1,-1,0
1523629864567,393216,84,-56,-1,-1,0
1523629864567,327680,84,-56,-1,-1,0
1523629864567,393216,84,-56,-1,-1,0
1523629864567,393216,84,-56,-1,-1,0
1523629864567,262144,84,-56,-1,-1,0
1523629864607,196608,84,-56,-1,-1,0
1523629864607,262144,84,-56,-1,-1,0
1523629864607,393216,84,-56,-1,-1,0
1523629864607,458752,84,-56,-1,-1,0
1523629864607,327680,84,-56,-1,-1,0
1523629864647,196608,84,-56,-1,-1,0
1523629864647,196608,84,-56,-1,-1,0
1523629864647,262144,84,-56,-1,-1,0
1523629864647,327680,84,-56,-1,-1,0
1523629864647,327680,84,-56,-1,-1,0
1523629864687,458752,84,-56,-1,-1,0
1523629864687,458752,84,-56,-1,-1,0
1523629864687,524288,84,-56,-1,-1,0
1523629864687,655360,84,-56,-1,-1,0
1523629864687,655360,84,-56,-1,-1,0
1523629864727,524288,84,-56,-1,-1,0
1523629864727,458752,84,-56,-1,-1,0
1523629864727,524288,84,-56,-1,-1,0
1523629864727,524288,84,-56,-1,-1,0
1523629864727,458752,84,-56,-1,-1,0
1523629864767,393216,84,-56,-1,-1,0
1523629864767,262144,84,-56,-1,-1,0
1523629864767,262144,84,-56,-1,-1,0
1523629864767,393216,84,-56,-1,-1,0
1523629864767,524288,84,-56,-1,-1,0
1523629864807,589824,84,-56,-1,-1,0
1523629864807,589824,84,-56,-1,-1,0
1523629864807,720896,84,-56,-1,-1,0
1523629864807,786432,84,-56,-1,-1,0
1523629864807,720896,84,-56,-1,-1,0
1523629864847,655360,84,-56,-1,-1,0
